INN;Name;site1;site2;site_list_org;orgname_keywords;orgname_keywords2;addr_keywords;site1_rates;site2_rates;site3_rates;site1_tot;site2_tot;site3_tot;site1_adr;site2_adr;site3_adr;site1_ul;site2_ul;site3_ul
7706704202;"ООО ""ЭнергоЭффективность""";energo-ef.com;energo-ef.com;0;['ЭНЕРГОЭФФЕКТИВНОСТЬ'];[];['МОСКВА', 'ПАЛИХА'];[9, 0, 0, 0];[];[];9;0;0;0;0;0;0;0;0
7729677594;"ООО ""КНАУФ ЭНЕРГИЯ""";knaufenergy.ru;;0;['КНАУФ', 'ЭНЕРГИЯ'];[];['МОСКОВСКАЯ', 'КРАСНОГОРСК', 'ЦЕНТРАЛЬНАЯ'];[4, 0, 3, 1];[];[];8;0;0;3;0;0;1;0;0
2308138781;"ООО ""КЭС"" (г.Краснодар)";kes-krd.ru;kes-krd.ru;0;['КЭС'];[];['КРАСНОДАРСКИЙ', 'КРАСНОДАР', 'ГИМНАЗИЧЕСКАЯ'];[10, 0, 4, 1];[];[];15;0;0;4;0;0;1;0;0
4205243192;"АО ""Кемеровская генерация""";old.sibgenco.ru;…kemerovskaya-generatsiya/;вними-кузбасс.рф;['КЕМЕРОВСКАЯ', 'ГЕНЕРАЦИЯ'];[];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'КУЗНЕЦКИЙ'];[4, 0, 11, 0];[1, 0, 3, 0];[0, 0, 0, 0];15;4;0;11;3;0;0;0;0
2224152765;"АО ""Барнаульская ТЭЦ-3""";sibgenco.ru;about/company…barnaulskaya-tets-3/;0;['БАРНАУЛЬСКАЯ', 'ТЭЦ-3'];[];['БАРНАУЛ', 'ТРАКТОВАЯ'];[0, 0, 1, 0];[10, 0, 8, 0];[];1;18;0;1;8;0;0;0;0
2460237891;"АО ""Канская ТЭЦ""";sibgenco.ru;about/company/generation/kanskayatets/;0;['КАНСКАЯ', 'ТЭЦ'];[];['КРАСНОЯРСКИЙ', 'КРАСНОЯРСК', 'БОГРАДА'];[1, 0, 1, 0];[64, 0, 22, 0];[];2;86;0;1;22;0;0;0;0
2224152758;"АО ""Барнаульская генерация""";old.sibgenco.ru;…barnaulskaya-generatsiya/;0;['БАРНАУЛЬСКАЯ', 'ГЕНЕРАЦИЯ'];[];['АЛТАЙСКИЙ', 'БАРНАУЛ', 'БРИЛЛИАНТОВАЯ'];[0, 0, 8, 0];[0, 0, 2, 0];[];8;2;0;8;2;0;0;0;0
4205243178;"АО ""Кузнецкая ТЭЦ""";sibgenco.ru;about/company/generation/kuznetskaya…;0;['КУЗНЕЦКАЯ', 'ТЭЦ'];[];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'КУЗНЕЦКИЙ'];[1, 0, 1, 0];[40, 0, 12, 0];[];2;52;0;1;12;0;0;0;0
2460237926;"АО ""Красноярская ТЭЦ-1""";sibgenco.ru;about/company…krasnoyarskaya-tets-1/;http://tgk13.ru;['КРАСНОЯРСКАЯ', 'ТЭЦ-1'];[];['КРАСНОЯРСКИЙ', 'КРАСНОЯРСК', 'БОГРАДА'];[0, 0, 1, 0];[10, 0, 12, 0];[];1;22;0;1;12;0;0;0;0
2460237901;"АО ""Назаровская ГРЭС""";sibgenco.ru;about/company…nazarovskaya-gres/;0;['НАЗАРОВСКАЯ', 'ГРЭС'];[];['КРАСНОЯРСКИЙ', 'КРАСНОЯРСК', 'БОГРАДА'];[0, 0, 1, 0];[10, 0, 12, 0];[];1;22;0;1;12;0;0;0;0
5904229756;"ООО ""ЕАСК""";easc.ru;easc.ru;0;['ЕАСК'];['ЕВРО-АЗИАТСКАЯ', 'СБЫТОВАЯ'];['ПЕРМСКИЙ', 'ПЕРМЬ', 'ОФИС'];[6, 16, 1, 0];[];[];23;0;0;1;0;0;0;0;0
7705713236;"ОАО ""ВО ""Технопромэкспорт""";tpe.ru;tpe-ik.ru;www.tpe.ru;['ТЕХНОПРОМЭКСПОРТ'];['ВНЕШНЕЭКОНОМИЧЕСКОЕ', 'ОБЪЕДИНЕНИЕ'];['МОСКВА', 'ОВЧИННИКОВСКАЯ'];[2, 0, 0, 0];[8, 0, 2, 0];[2, 0, 0, 0];2;10;2;0;2;0;0;0;0
1103006077;"ООО ""Воркутинские ТЭЦ""";tplusgroup.ru;org/komi/organization/vorkutinskie…;http://komienergo.ru;['ВОРКУТИНСКИЕ', 'ТЭЦ'];[];['КОМИ', 'ВОРКУТА', 'ПГТ'];[1, 0, 4, 0];[112, 0, 5, 0];[0, 0, 20, 0];5;117;20;4;5;20;0;0;0
2624801220;"ОАО ""Будённовскэнергосбыт""";budenergosbyt.ru;budenergosbyt.ru;0;['БУДЁННОВСКЭНЕРГОСБЫТ'];['БУДЁННОВСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['СТАВРОПОЛЬСКИЙ', 'БУДЕННОВСК', 'ПОЛЮЩЕНКО'];[2, 14, 8, 0];[];[];24;0;0;8;0;0;0;0;0
7701887224;"ООО ""ЭнергоХолдинг""";holdin.ru;EnergoHolding.ru;0;['ЭНЕРГОХОЛДИНГ'];[];['МОСКВА'];[0, 0, 0, 0];[6, 0, 0, 0];[];0;6;0;0;0;0;0;0;0
5913001268;"ПАО ""Метафракс""";metafrax.ru;metafrax.ru;www.metafrax.ru;['МЕТАФРАКС'];[];['ПЕРМСКИЙ', 'ГУБАХА', 'ЗАВОДСКАЯ'];[31, 0, 11, 1];[];[31, 0, 11, 1];43;0;43;11;0;11;1;0;1
4029027570;"АО ""ОБЛЭНЕРГОСБЫТ""";oblenergosbyt.ru;oblenergosbyt.ru;0;['ОБЛЭНЕРГОСБЫТ'];[];['КАЛУЖСКАЯ', 'КАЛУГА', 'НОВАТОРСКАЯ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
7817309342;"ЗАО ""Ижора-Энергосбыт""";izora-energo.ru;izora-energo.ru;0;['ИЖОРА-ЭНЕРГОСБЫТ'];[];['САНКТ-ПЕТЕРБУРГ', 'КОЛПИНО', 'ФИНЛЯНДСКАЯ'];[3, 0, 3, 1];[];[];7;0;0;3;0;0;1;0;0
6950137526;"ООО ""ЭСО""";esocctv.ru;;0;['ЭСО'];['ЭНЕРГОСНАБЖЕНИЕ'];['ТВЕРСКАЯ', 'ТВЕРЬ', 'ИНДУСТРИАЛЬНАЯ'];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
7723006328;"ОАО ""Газпромнефть - МНПЗ""";mnpz.gazprom-neft.ru;;mnpz.gazprom-neft.ru;['ГАЗПРОМНЕФТЬ-МНПЗ'];['ГАЗПРОМНЕФТЬ-МОСКОВСКИЙ', 'НПЗ'];['МОСКВА', 'КАПОТНЯ', 'КВАРТАЛ'];[];[];[];0;0;0;0;0;0;0;0;0
4205243185;"АО ""Ново-Кемеровская ТЭЦ""";sibgenco.ru;about/company…novo-kemerovskaya-tets/;0;['НОВО-КЕМЕРОВСКАЯ', 'ТЭЦ'];[];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'КУЗНЕЦКИЙ'];[1, 0, 1, 0];[38, 0, 12, 0];[];2;50;0;1;12;0;0;0;0
6452913663;"ООО ""Электросбыт""";elsbit.ru;elsbit.ru;elsbit.ru;['ЭЛЕКТРОСБЫТ'];['ЭЛЕКТРОСБЫТОВАЯ'];['САРАТОВ', 'ГОГОЛЯ'];[4, 1, 4, 0];[];[];9;0;0;4;0;0;0;0;0
2722080626;"АО ""ННК-Энерго""";nnk-energo.com;nnk-energo.com;www.nk-alliance.ru./page.phtml/rus/main_hballiance;['ННК-ЭНЕРГО'];[];['ХАБАРОВСК'];[2, 0, 0, 0];[];[0, 0, 0, 0];2;0;0;0;0;0;0;0;0
6901067107;"ПАО ""МРСК Центра"" (г.Москва)";mrsk-1.ru;mrsk-1.ru;http://rek-tver.ru;['МРСК', 'ЦЕНТРА'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['МОСКВА', '2-Я'];[18, 2, 0, 0];[];[];20;0;0;0;0;0;0;0;0
5260200603;"ПАО ""МРСК Центра и Приволжья"" ";mrsk-cp.ru;mrsk-cp.ru;www.upandup.ru;['МРСК', 'ЦЕНТРА', 'ПРИВОЛЖЬЯ'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['НОВГОРОД', 'РОЖДЕСТВЕНСКАЯ'];[32, 0, 3, 1];[];[0, 0, 7, 0];36;0;7;3;0;7;1;0;0
6450925977;"ОАО ""МРСК Волги""";mrsk-volgi.ru;mrsk-volgi.ru;www.mrsk-volgi.ru;['МРСК', 'ВОЛГИ'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['САРАТОВ', 'ПЕРВОМАЙСКАЯ'];[];[];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
2460069527;"ПАО ""МРСК Сибири""";mrsk-sib.ru;rosseti.ru;www.str-k.ru;['МРСК', 'СИБИРИ'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['КРАСНОЯРСК', 'БОГРАДА'];[46, 3, 3, 1];[45, 0, 0, 0];[0, 0, 2, 0];53;45;2;3;0;2;1;0;0
8609018048;"ООО ""ЭСКА""";oooeska.ru;;0;['ЭСКА'];['ЭНЕРГОСБЫТОВАЯ', 'АГАН'];['ТЮМЕНСКАЯ', 'РАДУЖНЫЙ', 'ПРОМЫШЛЕННАЯ'];[2, 2, 1, 0];[];[];5;0;0;1;0;0;0;0;0
6664013880;"ОАО ""Уралхиммаш""";ekb.ru;;www.ekb.ru;['УРАЛХИММАШ'];['УРАЛЬСКИЙ', 'ХИМИЧЕСКОГО', 'МАШИНОСТРОЕНИЯ'];['ЕКАТЕРИНБУРГ', 'ХИБИНОГОРСКИЙ'];[14, 9, 2, 1];[];[14, 9, 2, 1];26;0;26;2;0;2;1;0;1
6901067103;МРСК Центра (г.Брянск);mrsk-1.ru;about/branches/bryanskenergo/;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
6901067102;МРСК Центра (г.Орёл));mrsk-1.ru;customers/customer-service/centers/orel…;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
6901067101;МРСК Центра (г.Курск);mrsk-1.ru;about/branches/kurskenergo/;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
7802312751;"ПАО ""МРСК Северо-Запада""";mrsksevzap.ru;clients.mrsksevzap.ru;0;['МРСК', 'СЕВЕРО-ЗАПАДА'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['ЛЕНИНГРАДСКАЯ', 'ГАТЧИНА', 'СОБОРНАЯ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
5260200605;МРСК Центра и Приволжья (г.Тула);mrsk-cp.ru;Филиалы;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
7802312751;МРСК Северо-Запада (Колэнерго);kolenergo.mrsksevzap.ru;;0;[];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ', 'СЕВЕРО-ЗАПАДА'];['ЛЕНИНГРАДСКАЯ', 'ГАТЧИНА', 'СОБОРНАЯ'];[0, 5, 0, 0];[];[];5;0;0;0;0;0;0;0;0
;"ООО ""Энергосбытовая компания Аган""";oooeska.ru;oooeska.ru;#Н/Д;['ЭНЕРГОСБЫТОВАЯ', 'АГАН'];[];[];[2, 0, 0, 0];[];[];2;0;0;0;0;0;0;0;0
7802312751;МРСК Северо-Запада (Новгородоблэнерго);novgorodenergo.mrsksevzap.ru;novgorodenergo.mrsksevzap.ru;0;[];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ', 'СЕВЕРО-ЗАПАДА'];['ЛЕНИНГРАДСКАЯ', 'ГАТЧИНА', 'СОБОРНАЯ'];[0, 6, 0, 0];[];[];6;0;0;0;0;0;0;0;0
4205140782;"ООО ""ЭСКК""";eskk.ru;eskk.ru;www.eskk.ru;['ЭСКК'];['ЭНЕРГОСБЫТОВАЯ', 'КУЗБАССА'];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'ОКТЯБРЬСКИЙ', '53/2'];[11, 0, 11, 3];[];[11, 0, 11, 3];25;0;25;11;0;11;3;0;3
6901067104;МРСК Центра (г.Тверь);mrsk-1.ru;about/branches/tverenergo/;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
7611020204;"АО ""Тутаевская ПГУ""";yargk.ru;Закупки;0;['ТУТАЕВСКАЯ', 'ПГУ'];[];['ЯРОСЛАВСКАЯ', 'ТУТАЕВСКИЙ', 'ТУТАЕВ', 'ПРОМЫШЛЕННАЯ'];[10, 0, 11, 0];[0, 0, 0, 0];[];21;0;0;11;0;0;0;0;0
6623025131;"ООО ""УВЗ-ЭНЕРГО""";увз-энерго.рф;увз-энерго.рф;uvz-energo.ru;['УВЗ-ЭНЕРГО'];[];['СВЕРДЛОВСКАЯ', 'ТАГИЛ', 'ИЛЬИЧА'];[13, 0, 1, 0];[];[];14;0;0;1;0;0;0;0;0
7729667652;"ООО ""РТ-ЭТ""";rt-et.ru;;0;['РТ-ЭТ'];['РТ-ЭНЕРГОТРЕЙДИНГ'];['МОСКВА', 'АДМИНИСТРАТИВНЫЙ', 'ВЕРНАДСКОГО', 'УДАЛЬЦОВА'];[6, 11, 2, 0];[];[];19;0;0;2;0;0;0;0;0
7703728269;"ООО ""Центрэнерго""";centrenergo.ru;;0;['ЦЕНТРЭНЕРГО'];[];['МОСКВА', 'РОЧДЕЛЬСКАЯ'];[15, 0, 2, 0];[];[];17;0;0;2;0;0;0;0;0
7840447460;"ООО ""РАЗВИТИЕ И ИНВЕСТИЦИИ""";DevInv.ru;DevInv.ru;0;['РАЗВИТИЕ', 'ИНВЕСТИЦИИ'];[];['САНКТ-ПЕТЕРБУРГ', 'КАЗАНСКАЯ', 'ПОМЕЩЕНИЕ'];[8, 0, 2, 0];[];[];10;0;0;2;0;0;0;0;0
275075272;"ООО ""Энергосбытовая компания""";ensbcom.ru;esk-n.ru;0;['ЭНЕРГОСБЫТОВАЯ'];[];['БАШКОРТОСТАН', 'УФА', 'МАРКСА'];[6, 0, 2, 0];[6, 0, 0, 0];[];8;6;0;2;0;0;0;0;0
1656066350;"ООО ""Фавор""";favore.ru;favore.ru;#Н/Д;['ФАВОР'];[];[];[9, 0, 0, 0];[];[];9;0;0;0;0;0;0;0;0
7705541227;"ПАО ГК ""ТНС энерго""";corp.tns-e.ru;corp.tns-e.ru;tns-e.ru;['ТНС', 'ЭНЕРГО'];[];['МОСКВА', 'МАРКСИСТСКИЙ'];[42, 0, 0, 0];[];[42, 0, 0, 0];42;0;42;0;0;0;0;0;0
5103065898;"ООО ""ХЭСК""";hesc.ru;;0;['ХЭСК'];['ХИБИНСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['МУРМАНСКАЯ', 'КИРОВСК', 'ПАРКОВАЯ'];[13, 12, 6, 2];[];[];33;0;0;6;0;0;2;0;0
7719284001;"ООО ""РОСМИКС""";rosmiks.com;rsmx.ru;http://rosmiks.com;['РОСМИКС'];[];['МОСКВА'];[6, 0, 1, 1];[7, 0, 0, 0];[6, 0, 1, 1];8;7;8;1;0;1;1;0;1
3827034516;"ООО ""АЭС""";aes-comp.ru;Информация;#Н/Д;['АЭС'];[];[];[2, 0, 0, 0];[3, 0, 0, 0];[];2;3;0;0;0;0;0;0;0
3702597104;"АО ""Водоканал""";vodo-kanal.ru;vodo-kanal.ru;ivanovovodokanal.ru;['ВОДОКАНАЛ'];[];['ИВАНОВО', 'СТРОИТЕЛЕЙ'];[35, 0, 2, 2];[];[16, 0, 6, 0];39;0;22;2;0;6;2;0;0
7817311895;"АО ""АЭМ-технологии""";aemtech.ru;aemtech.ru;0;['АЭМ-ТЕХНОЛОГИИ'];['ИНЖИНИРИНГОВАЯ'];['САНКТ-ПЕТЕРБУРГ', 'КОЛПИНО', 'ФИНЛЯНДСКАЯ'];[34, 0, 3, 0];[];[];37;0;0;3;0;0;0;0;0
7701921436;"ООО ""Авелар Солар Технолоджи""";hevelsolar.com;contacts/;www.avelar-solar.com;['АВЕЛАР', 'СОЛАР', 'ТЕХНОЛОДЖИ'];[];['МОСКВА', 'ПРОФСОЮЗНАЯ'];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
7724880673;"ООО ""КомплексИндустрия""";energybase.ru;Генерирующие компании;0;['КОМПЛЕКСИНДУСТРИЯ'];[];['МОСКВА', 'КРАСНОПРЕСНЕНСКАЯ'];[0, 0, 2, 0];[0, 0, 0, 0];[];2;0;0;2;0;0;0;0;0
5904281731;"ООО ""ГЭК"" (г.Пермь)";gek2.ru;gek-perm.ru;0;['ГЭК'];['ГУБАХИНСКАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['ПЕРМСКИЙ', 'ПЕРМЬ', 'КОМСОМОЛЬСКИЙ'];[10, 10, 2, 0];[4, 5, 2, 0];[];22;11;0;2;2;0;0;0;0
7801435581;"АО ""Норд Гидро""";nord-hydro.ru;press-tsentr/kontaktnaya-…;http://nord-hydro.ru;['НОРД', 'ГИДРО'];[];['КАРЕЛИЯ', 'ПИТКЯРАНТСКИЙ', 'ЛЯСКЕЛЯ', 'СОВЕТСКАЯ'];[23, 0, 0, 0];[11, 0, 0, 0];[32, 0, 0, 0];23;11;32;0;0;0;0;0;0
816000333;"ООО ""АЛТЭН""";energybase.ru;Генерирующие компании;0;['АЛТЭН'];[];['КАЛМЫКИЯ', 'ЭЛИСТА', 'ТЕР'];[0, 0, 45, 43];[0, 0, 8, 8];[];88;16;0;45;8;0;43;8;0
2361007167;"ООО ""ВЭС-Октябрьский""";energybase.ru;power-plant/wind-power-plant-october;0;['ВЭС-ОКТЯБРЬСКИЙ'];[];['КРАСНОДАРСКИЙ', 'ЕЙСКИЙ', 'ЕЙСК', 'КРАСНАЯ'];[0, 0, 10, 0];[0, 0, 0, 0];[];10;0;0;10;0;0;0;0;0
5036118291;"АО ""ВетроОГК""";novawind.ru;novawind.ru;0;['ВЕТРООГК'];['ВЕТРОЭНЕРГЕТИЧЕСКАЯ', 'ОТДЕЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ'];['МОСКВА', 'ЩИПОК'];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
6906011179;"ООО ""Тверская генерация""";tvgen.ru;tvgen.ru;naumen.ru;['ТВЕРСКАЯ', 'ГЕНЕРАЦИЯ'];[];['ТВЕРСКАЯ', 'ТВЕРЬ', 'ПЕТЕРБУРГСКОЕ'];[13, 0, 9, 1];[];[0, 0, 0, 0];23;0;0;9;0;0;1;0;0
7717654909;"АО ""Межрегиональная энергосбытовая компания""";mresc.pro;mresbyt.ru;0;['МЕЖРЕГИОНАЛЬНАЯ', 'ЭНЕРГОСБЫТОВАЯ'];[];['МОСКВА', 'КОСМОНАВТОВ'];[5, 0, 0, 0];[12, 0, 0, 0];[];5;12;0;0;0;0;0;0;0
7702743761;"ООО ""ТНС энерго Пенза""";penza.tns-e.ru;;http://энергоарматура-москва.рф;['ТНС', 'ЭНЕРГО', 'ПЕНЗА'];[];['ПЕНЗЕНСКАЯ', 'ПЕНЗА', 'ГАГАРИНА'];[60, 0, 11, 0];[];[];71;0;0;11;0;0;0;0;0
7715825806;"ООО ""ТНС энерго Великий Новгород""";novgorod.tns-e.ru;novgorod.tns-e.ru;0;['ТНС', 'ЭНЕРГО', 'ВЕЛИКИЙ', 'НОВГОРОД'];[];['НОВГОРОДСКАЯ', 'НОВГОРОД', 'ПСКОВСКАЯ'];[87, 0, 19, 0];[];[];106;0;0;19;0;0;0;0;0
7802312751;МРСК Северо-Запада (Новгородэнерго);novgorodenergo.mrsksevzap.ru;;0;[];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ', 'СЕВЕРО-ЗАПАДА'];['ЛЕНИНГРАДСКАЯ', 'ГАТЧИНА', 'СОБОРНАЯ'];[0, 6, 0, 0];[];[];6;0;0;0;0;0;0;0;0
4250003450;"ООО ХК ""СДС-Энерго""";sdsenergo.ru;sdsenergo.ru;www.sdsenergo.ru;['СДС-ЭНЕРГО'];[];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'ОКТЯБРЬСКИЙ'];[2, 0, 1, 0];[];[2, 0, 1, 0];3;0;3;1;0;1;0;0;0
901048801;"АО ""ЧГЭС""";чгэс.рф;;0;['ЧГЭС'];['ЧЕРКЕССКИЕ', 'ГОРОДСКИЕ', 'ЭЛЕКТРИЧЕСКИЕ', 'СЕТИ'];['ЧЕРКЕССК', 'ГЛАВПОЧТАМТ', 'КРАСНАЯ'];[2, 27, 0, 0];[];[];29;0;0;0;0;0;0;0;0
7804488479;"ООО ""ЭСК ""ЭСКО""";eskesco.ru;eskesco.ru;0;['ЭСК', 'ЭСКО'];['ЭНЕРГОСБЫТОВАЯ'];['САНКТ-ПЕТЕРБУРГ', 'АНТОНОВСКАЯ'];[47, 15, 4, 1];[];[];67;0;0;4;0;0;1;0;0
7731411714;"ООО ""Трансэнергопром""";transenprom.ru;transenprom.ru;0;['ТРАНСЭНЕРГОПРОМ'];[];['МОСКВА', 'САДОВНИЧЕСКАЯ'];[16, 0, 1, 0];[];[];17;0;0;1;0;0;0;0;0
7719019846;"ПАО ""Передвижная энергетика""";передвижная-энергетика.рф;rao-esv.ru;http://передвижная-энергетика.рф;['ПЕРЕДВИЖНАЯ', 'ЭНЕРГЕТИКА'];[];['МОСКВА', 'ВАЛ'];[12, 0, 3, 2];[5, 0, 2, 1];[12, 0, 3, 2];17;8;17;3;2;3;2;1;2
7810786145;"ООО ""Энергетическая компания ""СТИ""";ek-sti.ru;ek-sti.ru;http://ek-sti.ru;['ЭНЕРГЕТИЧЕСКАЯ', 'СТИ'];['СБЫТ', 'ТРЕЙДИНГ', 'ИННОВАЦИИ'];['САНКТ-ПЕТЕРБУРГ', 'ТРОИЦКИЙ'];[27, 3, 2, 1];[];[27, 3, 2, 1];33;0;33;2;0;2;1;0;1
;"Общество с ограниченной ответственностью ""Энергетическая компания ""Сбыт Трейдинг Инновации""";ek-sti.ru;;#Н/Д;['ЭНЕРГЕТИЧЕСКАЯ', 'СБЫТ', 'ТРЕЙДИНГ', 'ИННОВАЦИИ'];[];[];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
;"Филиал ООО ""Гарантэнергосервис"" (Новгородоблэнергосбыт)";novgorod.tns-e.ru;Новости;#Н/Д;['ГАРАНТЭНЕРГОСЕРВИС'];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
;"Филиал ООО ""Энерготрейдинг"" (Пензаэнергосбыт)";corp.tns-e.ru;Дочерние общества;#Н/Д;['ЭНЕРГОТРЕЙДИНГ'];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
;"Филиал ОАО ""ТЭК"" (Тулаэнергосбыт)";tula.tns-e.ru;news/population/vnimanie…oao-tek…po…;#Н/Д;['ТЭК'];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
7802849641;"ООО ""Пивоваренная компания ""Балтика""";corporate.baltika.ru;corporate.baltika.ru;0;['ПИВОВАРЕННАЯ', 'БАЛТИКА'];[];['САНКТ-ПЕТЕРБУРГ', 'ВЕРХНИЙ'];[80, 0, 3, 1];[];[];84;0;0;3;0;0;1;0;0
;"Филиал  ООО ""Интер РАО"" (Орловский энергосбыт)";interrao-orel.ru;interrao-orel.ru;#Н/Д;['ИНТЕР', 'РАО'];[];[];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
7727743393;"ООО ""ЭСК Гарант""";garant-ivanovo.ru;garant-ivanovo.ru;www.garant-ivanovo.ru;['ЭСК', 'ГАРАНТ'];['ЭНЕРГОСБЫТОВАЯ'];['ИВАНОВСКАЯ', 'ИВАНОВО', 'СУВОРОВА'];[];[];[];0;0;0;0;0;0;0;0;0
7715887873;"ООО ""Энергосистема""";en-msk.ru;nrgsystema.ru;0;['ЭНЕРГОСИСТЕМА'];[];['МОСКВА', 'ПРОТОПОПОВСКИЙ'];[10, 0, 3, 0];[7, 0, 0, 0];[];13;7;0;3;0;0;0;0;0
;Филиал ОАО Петербургская СК (Омск);pesc.ru;vk.com;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
6825005970;"ООО ""Котовская ТЭЦ""";ktec-energo.ru;about;0;['КОТОВСКАЯ', 'ТЭЦ'];[];['ТАМБОВСКАЯ', 'КОТОВСК', 'ЖЕЛЕЗНОДОРОЖНЫЙ'];[22, 0, 21, 3];[12, 0, 17, 3];[];46;32;0;21;17;0;3;3;0
6324042509;"ООО ""ЦЕФЕЙ""";cefey24.ru;cefei.net;0;['ЦЕФЕЙ'];[];['КРАСНОДАРСКИЙ', 'КРАСНОДАР', 'СОРМОВСКАЯ', 'ЛИТЕР', '211/14'];[9, 0, 0, 0];[];[];9;0;0;0;0;0;0;0;0
3241504722;"ООО ""Клинцовская ТЭЦ""";ccs-group.ru;?page_id=806;0;['КЛИНЦОВСКАЯ', 'ТЭЦ'];[];['БРЯНСКАЯ', 'КЛИНЦЫ', 'МИРА'];[0, 0, 0, 0];[23, 0, 7, 2];[];0;32;0;0;7;0;0;2;0
7701383354;"ООО ""ЭСК ""Независимость""";esk-n.ru;esk-n.ru;http://uesbt.ru;['ЭСК', 'НЕЗАВИСИМОСТЬ'];['ЭНЕРГОСБЫТОВАЯ'];['МОСКВА', 'ЛЯПУНОВА'];[12, 6, 0, 0];[];[];18;0;0;0;0;0;0;0;0
6726018979;"ООО ""Дорогобужская ТЭЦ""";dor-tec.ru;dor-tec.ru;0;['ДОРОГОБУЖСКАЯ', 'ТЭЦ'];[];['СМОЛЕНСКАЯ', 'ДОРОГОБУЖСКИЙ', 'ВЕРХНЕДНЕПРОВСКИЙ'];[3, 0, 2, 2];[];[];7;0;0;2;0;0;2;0;0
3123205772;"ООО ""АльтЭнерго""";altenergo.su;altenergo.su;0;['АЛЬТЭНЕРГО'];[];['БЕЛГОРОДСКАЯ', 'БЕЛГОРОД', 'СЛАВЫ'];[13, 0, 10, 1];[];[];24;0;0;10;0;0;1;0;0
7728872602;"ООО ""Солар Системс""";solarsystems.msk.ru;solarsystems.msk.ru;http://solarsystems.msk.ru;['СОЛАР', 'СИСТЕМС'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[14, 0, 0, 0];[];[14, 0, 0, 0];14;0;14;0;0;0;0;0;0
7703806647;"АО ""ГТ Энерго""";gtenergo.ru;gtenergo.ru;0;['ЭНЕРГО'];[];['МОСКВА', 'НАХИМОВСКИЙ'];[27, 0, 1, 0];[];[];28;0;0;1;0;0;0;0;0
